date,description,moneyIn,moneyOut,tx
2014-10-10 22:24:27,PAYMENT RECEIVED,1,0,482b586d6ec3f76e0cc6d08d771cc46a34aec5ead6a4968d63443c6a3ca67692
2014-10-10 22:15:40,PAYMENT RECEIVED,0.8,0,86c622642f6378e4d64e2e1c2d9931d429450b9ace6924becab30c51444ff861
2014-10-10 22:56:02,PAYMENT RECEIVED,1,0,6477420e49dd4ad0e12d25b9f49d744ffec0c27841dd2bc4281573c4d1ab5f0b
2014-10-10 23:11:18,PAYMENT RECEIVED,0.198202,0,d1c2400c6d226e056c54625fb505d5be7e8a038ffa9367f996839bfabc9afc95
2014-10-10 23:14:20,PAYMENT RECEIVED,0.05,0,f1b74eba3c788854691661a03dd3ed45030114336c5d055dcfe4e62d2d8c5f06
2014-10-10 22:40:30,PAYMENT RECEIVED,2,0,e1e073a404a36ad9458dc9a863725ec6a9b947b22009028362ac9aa8412b6256
2014-10-10 22:51:51,PAYMENT RECEIVED,0.501,0,ffbb79b4dc9af9939e62dd20087d4e313bc24d46e4f7ba3a4a93649fb4928348
2014-10-10 22:53:59,PAYMENT RECEIVED,0.2273,0,bb3534a993a08c3e97f63c094bd76910ecc1a2e91bfb8d6be4d1eedbdcdfc5dc
2014-10-10 22:57:53,PAYMENT RECEIVED,0.0028,0,fd077c2c99d1e36ff425c44fe32fd24891aa1e7114ea88f9a375b9f928a2a7f5
2014-10-10 23:25:54,PAYMENT RECEIVED,0.085,0,fbbc29b9d3c6213452d97aa5cfc2e8dee5bd549e286186c96e4bba8617843a5a
2014-10-10 23:44:53,PAYMENT RECEIVED,0.5,0,f6ac6f8f501eb9416f0c11672318abc932e3e3f1867ded725b02b8ffe817e345
2014-10-10 23:54:35,PAYMENT RECEIVED,0.1,0,d18b4742ee36a8bb3f05d578fae0cf94b8bf8988240895a29315a74ede7ae81c
2014-10-10 23:39:23,PAYMENT RECEIVED,0.4,0,febe69605ddc0191d7df3960c92e3ac4bae9d3998e097bb11839021a59cbb8a6
2014-10-10 23:41:53,PAYMENT RECEIVED,0.5,0,51423740c6bf332f05ed0ce313fd8535e769b3e73f103d502fbaac46bc9eaa44
